Judul,topics,probabilities
analisis perbandingan model problem based learning pbl berbasis edmodo google classroom meningkatkan hasil belajar interaksi guru siswa pembelajaran komputer jaringan dasar kelas x jurusan teknik komputer informasi sstudi smkn malang,-1,0.0
evaluasi perbaikan desain antarmuka pengguna situs web pattent goods metode goaldirected design gdd,76,0.9914895611437297
evaluasi perancangan ulang antarmuka elearning smk negeri cerme metode goal directed design gdd,76,1.0
rekomendasi pengambilan judul skripsi psoneighbor weighted knearest neighbor nwknn studi jurusan ilmu keolahragaan fakultas ilmu keolahragaan universitas negeri medan,37,1.0
implementasi algoritme enkripsi graincipher esp pengiriman data modul bluetooth low energyble,49,1.0
analisis faktorfaktor memengaruhi penerimaan teknologi kuesioner technology acceptance model tam elearning google classroom smk negeri kupang,-1,0.0
perancangan user experience learning management system lms metode goaldirected design studi rakryan digital academy,-1,0.0
analisis sentimen tanggapan masyarakat aplikasi tiktok metode naive bayes categorial propotional difference cpd,27,1.0
pengembangan sistem pemetaan sebaran umkm webgis studi dinas koperasi usaha mikro kabupaten sidoarjo,51,1.0
pembangunan sistem pemesanan lapangan futsal berbasis web studi zona sm futsal malang,109,0.6456399308722789
implementasi sistem pendeteksi fibrilasi atrium berdasarkan interval gradien qrs metode jaringan saraf tiruan,114,1.0
optimasi rute distribusi produk minuman makanan distributor nestle cv forward kediri algoritma ant colony optimization,88,1.0
perancangan user experience elearning website sman surabaya pendekatan human centered design hcd,-1,0.0
evaluasi perbaikan pengalaman pengguna aplikasi cquran metode usability testing design thinking,90,1.0
evaluasi perbaikan user experience website elearning smk negeri malang teknik tuxel pendekatan humancentered design,38,0.917547851584065
pengembangan aplikasi pencarian riwayat percakapan costumer care studi pt beon intermedia,-1,0.0
implementasi feigefiatshamir identification scheme autentikasi node gateway module lora,-1,0.0
pengembangan aplikasi perangkat bergerak pendampingan difabel berbasis lokasi studi pusat studi layanan disabilitas universitas brawijaya,-1,0.0
pengembangan aplikasi berbasis android meningkatkan kepatuhan pasien gagal jantung merawat rumah,-1,0.0
implementasi iot data storage sistem basis data terdistribusi berbasis mysql cluster,84,0.6821014899112284
evaluasi user experience website progatecom indikator ux honeycomb,2,0.2136456924488264
pengembangan sistem informasi aset fisik masjid studi masjid ibnu sina jl veteran malang,30,1.0
analisis emosional pelajar pembelajaran daring latent semantic indexing lsi ngram,-1,0.0
klasifikasi tweets masyarakat membicarakan layanan gofood goride gojek dimedia sosial twitter kenormalan new normal metode naive bayes,6,1.0
evaluasi rekomendasi perbaikan desain antarmuka pengguna metode think aloud pendekatan human centered design hcd studi aplikasi ipusnas,-1,0.0
analisis kualitas website portal berita opini mojokco webqual importanceperformance analysis,21,0.3879165438230056
pengukuran kualitas layanan website sma negeri surabaya metode webqual importance performance analysis ipa,21,1.0
analisis penerapan gamifikasi model blended learning hasil pembelajaran desain grafis studi smk negeri malang,-1,0.0
pengaruh media pembelajaran interaktif mentimeter keaktifan motivasi hasil belajar siswa pembelajaran daring kelas x program keahlian multimedia mata pelajaran teknik pengolahan audio video smk negeri malang,97,0.9296354088433147
pengembangan aplikasi android rekomendasi lapangan tenis malang raya group decision support system location based service,100,1.0
prediksi volume penggunaan air bulanan kota batu metode extreme learning machine elm,9,0.4787554637782875
analisis perancangan sistem antrian pembayaran pajak daerah kabupaten jayapura,-1,0.0
implementasi integrasi kmeans naive bayes identifikasi tingkat risiko reksa dana,79,0.9154081914028815
implementasi algoritme speck enkripsi onetime password twofactor authentication,41,0.4019220226708585
penerapan metode resitasi pembelajaran daring motivasi hasil belajar siswa mandiri mata pelajaran simulasi komunikasi digital kelas x teknik komputer jaringan smkn kota malang,4,1.0
analisis faktor hambatan peserta didik pelaksanaan pembelajaran daring studi kelas x multimedia smk national media center malang,97,1.0
analisis sentimen opini publik twitter efek pembelajaran daring universitas brawijaya metode knearest neighbor,6,0.649958442717194
pengembangan aplikasi perangkat bergerak deteksi kantuk bebas pengalihan berkendara konsep sadar konteks google mobile vision activity recognition android,94,0.8079763925387354
sistem pendukung keputusan diagnosis penyakit stroke metode fuzzy knearest neighbor fknn studi puskesmas kendal kerep kota malang,0,1.0
evaluasi user experience gim mobile legends bang bang design thinking,25,1.0
analisis sentimen ulasan pengunjung simpang gumul kediri metode bm neighborweighted knearest neighbor,27,0.6948041975129956
pengembangan sistem manajemen permintaan pelayanan aduan karyawan studi fakultas ekonomi bisnis universitas brawijaya,18,0.7662509102540999
studi pengaruh traffic light kinerja protokol routing gpsr vanet,44,0.6469744995661636
implementasi algoritme ant colony optimization optimasi rute distribusi produk kebutuhan pokok toko sasana bonafide mojoroto,88,1.0
knearest neighbor memprediksi pergantian komputer bank x,-1,0.0
optimasi penjadwalan pekerja shift rumah makan cepat saji fast food restaurant algoritma genetika studi warung gunung kediri,19,0.22897629145655773
implementasi metode modified knearest neighbor mknn diagnosis penyakit tanaman kentang,0,1.0
pengembangan aplikasi pembelajaran sistem informasi sekolah berbasis web metode extreme programming studi alizzah international islamic boarding school kota batu,30,0.3835756671677699
peramalan debit inflow waduk gajah mungkur metode extreme learning machine,9,0.44403539461988534
perancangan user experience mobile learning metode design thinking studi sd negeri wates kabupaten kediri,25,0.2967541107634926
rancang bangun sistem pendeteksi ventricular takikardia vt aritmia metode knn fitur area under qrs interval rr,114,1.0
implementasi triple modular redundancy triplicated voting alat pendeteksi hujan,17,1.0
perancangan gim simulasi perakitan komputer metode steps for designing serious games,62,1.0
analisis perancangan aplikasi manajemen organisasi karang taruna membantu mengelola sumber daya karang taruna,-1,0.0
pengembangan aplikasi belajar islam metode kuis berbasis android,30,0.5082002890258387
pengembangan serious game dpe framework mengasah kemampuan berhitung gestur tangan,62,1.0
pengembangan elearning modul pendeteksi potensi kecurangan ujian daring studi smpn situbondo,-1,0.0
analisis kualitatif penggunaan media sosial bisnis usaha mikro menengah umkm,45,0.7882195664349287
pengembangan sistem informasi penerimaan peserta didik ppdb berbasis web madrasah aliyah negeri malang,-1,0.0
pengembangan aplikasi rekomendasi kolam renang metode topsis borda,-1,0.0
pengembangan sistem konsultasi gizi konsumsi harian berbasis web,1,0.8502690407014419
rancang bangun sistem tingkat kemanisan buah sky rocket melon metode gray level cooccurrence matrix backpropagation neural network,71,1.0
perancangan pengalaman pengguna aplikasi survei online berbayar mahasiswa berbasis mobile metode design thinking,25,0.9273949249337297
perancangan interaksi antarmuka pengguna sistem informasi penjualan nubek coffee pendekatan human centered design,111,1.0
implementasi algoritme faster rcnn sistem pendeteksi halangan ruangan tunanetra,-1,0.0
pengembangan data warehouse metode kimball studi ekspor impor fauna flora hias air laut,-1,0.0
rancang bangun sistem deteksi gestur tangan pengendalian slide presentasi algoritme you only look once versi,20,0.4492038584893076
perancangan user experience aplikasi mobile informasi pajak pembayaran terpadu kota malang metode human centered design,22,0.5987162309710438
pengembangan aplikasi marketplace komunitas sepeda berbasis web,-1,0.0
evaluasi perbaikan tampilan website masterprima pendekatan humancentered design hcd,35,1.0
pembangunan aplikasi perangkat bergerak autonomous sensory meridian response asmr terapi penderita insomnia susah tidur,112,1.0
seleksi fitur alternative accuracy analisis sentimen kebijakan pembatasan sosial berskala knearest neighbor,27,1.0
perancangan user experience website yayasan ihyaul quran indonesia metode human centered design,38,0.9258715230785354
pengembangan mobile learning berbasis android metode mobiled studi sd negeri wates kabupaten kediri,10,0.7390818087254416
klasifikasi sumber nektar madu berdasarkan kecerahan warna metode naive bayes berbasis embedded system,-1,0.0
evaluasi pengalaman pengguna perbaikan rancangan antarmuka pengguna sistem informasi akademik mahasiswa universitas brawijaya,-1,0.0
deteksi masker suhu tubuh kendali portal otomatis cnn pencegahan penularan sarscov,-1,0.0
pengembangan sistem manajemen akuntansi keuangan perusahaan toko roti amaya berbasis website react js,1,1.0
pengembangan aplikasi pendeteksi kesalahan membaca alquran berbasis android speech recognition menerapkan metode jaro winkler distance,30,0.4581302162863429
pengembangan rancangan aplikasi mobile bisnis crowdsourcing studi pt sinergi ketahanan pangan,31,0.9504540768093624
seleksi fitur gain ratio analisis sentimen kebijakan pemerintah pembelajaran jarak knearest neighbor,27,0.6465647956212851
pengembangan website sekolah media penyampaian nilai rapor siswa studi sd negeri gunung madu,11,0.2756864543446937
maximum power point tracking mppt panel surya kondisi berbayang particle swarm optimization pso,47,0.7859915073191144
pengembangan sistem eticketing dander water park digital payment,57,0.7287251738298117
studi penggalian pengalaman guru sma negeri madiun pembelajaran daring covid,4,0.9716485945513481
aplikasi wisata virtual pantai balekambang watu leter malang raya lingkungan suasana terintegrasi,-1,0.0
pengembangan sistem manajemen persediaan bahan baku berbasis web studi rm lalapan ala dewi,1,0.9279639052763535
pembangunan sistem informasi monitoring evaluasi pelayanan kesehatan orang gangguan jiwa odgj berbasis web metode waterfall,3,0.2832337096046418
sistem klasifikasi mutu air pdam berdasarkan zat terlarut ph turbidity metode fuzzy sugeno berbasis arduino,68,0.940034625616854
evaluasi usability penyusunan rekomendasi rancangan antarmuka pengguna sistem informasi aplikasi guru surabaya siagus smp negeri surabaya,90,1.0
pengembangan aplikasi klinik kecantikan pengelola transaksi berbasis android metode prototype studi klinik kecantikan cv nana beautyskin,-1,0.0
pengembangan aplikasi ngobat aplikasi ketaatan regimen pengobatan gamification platform android,10,0.5872237019664963
prediksi penjualan metal roof metode backpropagation studi pt comtech metalindo terpadu,23,0.17768240929550044
sentimen analisis layanan produk indihome information gain metode knearest neighbor,27,0.8679965246574685
perancangan interaksi antarmuka pengguna sistem informasi penjualan produk toko teampolos pendekatan human centered design hcd,-1,0.0
sistem deteksi rambu petunjuk arah otomatis berdasarkan optical character recognition ocr berbasis raspberry pi,-1,0.0
sistem deteksi hama babi cnn convolutional neural network berbasis raspberry pi,-1,0.0
pengembangan permainan edukasi berbasis augmented reality pembelajaran senyawa hidrokarbon siswa sekolah menengah sma,8,0.9391894992576605
pembangunan sistem informasi manajemen toko telegram bot berbasis web studi noor electric,-1,0.0
pengembangan sistem manajemen perusahaan roti berbasis website studi cv roti langsung enak,1,0.9314395651283759
identifikasi usability aplikasi mobile halodoc metode usability testing,33,1.0
analisis perbaikan usability situs computer assisted test sistem informasi metode design thinking system usability scale,90,1.0
rancang bangun sistem pengamatan ketinggian air ph air sawah komunikasi lora metode time divison multiple access tdma,-1,0.0
implementasi over the air update protokol ssdp pencarian perangkat,-1,0.0
pengembangan sistem pelaporan kecelakaan lintas berbasis web studi polres magetan,39,0.7743862579208944
implementasi platform google classroom suplemen pembelajaran model hybrid system mata pelajaran pemrograman dasar smk negeri malang,-1,0.0
pengembangan sistem penjualan toko mebel berbasis web studi karunia jaya damean mebel singosari,1,1.0
pengembangan sistem manajemen pesanan pengiriman barang perusahaan perdagangan berbasis web studi pt arista semesta alam,1,0.9444469359674067
implementasi cross site scripting vulnerability assessment tools berdasarkan owasp code review,14,0.7279972301941259
estimasi sisa makanan otomatis kotak makan segmentasi citra berbasis clustering algoritme kmeans,7,0.337507277800774
pengembangan sistem bb ecommerce berbasis layanan mern stack studi recaka parfum surabaya,1,1.0
implementasi progressive web application framework codeigniter sistem informasi lomba karya tulis ilmiah mahasiswa,-1,0.0
pengembangan sistem informasi penjualan terintegrasi berbasis website payment gateway studi usaha kuliner pentol buto,-1,0.0
sistem deteksi kematangan buah mangga berdasarkan kandungan gas nh choh vocs metode knearest neighbor knn,-1,0.0
pengembangan aplikasi manajemen pengawasan proyek konstruksi berbasis android perusahaan amfhaq engineering and consultant,-1,0.0
evaluasi user experience game marvel super war metode enhanced cognitive walkthrough,103,1.0
pengembangan sistem informasi distribusi budidaya ikan lele studi kecamatan karangploso kabupaten malang,-1,0.0
penentuan tata letak produk algoritma fpgrowth toko atk,7,0.35399622559734256
pengembangan sistem informasi garuda travel organizer berbasis web pendekatan rapid application development rad koperasi pegawai telkom malang,77,0.8715542678091444
pengembangan sistem informasi manajemen kelas studi sdn mulyorejo malang,-1,0.0
implementasi metode knearest neighbor penentuan lokasi flight information display system,96,0.9865245120187205
perancangan user experience situs web senjani kitchen human centered design,38,0.9723307134560002
evaluasi perancangan prototype perbaikan antarmuka sistem informasi administrasi terpadu siat fakultas pertanian universitas brawijaya malang metode webuse human centered design hcd,-1,0.0
pengembangan aplikasi presensi pemantauan penerapan protokol kesehatan pencegahan penyebaran covid platform android,-1,0.0
sistem informasi manajemen pendataan sandang penjualan online toko dresscode berbasis web metode waterfall sdlc,1,1.0
optimasi extreme learning machine particle swarm optimization klasifikasi penyakit jantung koroner,47,0.516400240387915
peringkasan teks metode maximum marginal relevance artikel berita terkait covid,43,0.735542155471143
hubungan konsentrasi belajar lingkungan belajar siswa melaksanakan pembelajaran daring mata pelajaran pemrograman berorientasi objek hasil belajar siswa kelas ii rpl smk negeri malang,4,1.0
implementasi sistem pendeteksi myocardial ischemia metode support vector machine svm,55,0.5295202187881709
evaluasi website institut agama islam negeri iain jember metode human centered design hcd system usability scale sus,-1,0.0
deteksi penyakit daun cabai berdasarkan fitur hsv glcm algoritma c berbasis raspberry pi,71,0.7112485025126806
perancangan user experience aplikasi pembelajaran dasar pemrograman android,10,0.716817252564442
penerapan metode extreme learning machine elm optimasi particle swarm optimization pso memprediksi harga cabai keriting kota malang,47,0.8922621428012328
implementasi algoritme faster regional convolutional neural network sistem pendeteksian objek halangan ruangan penyandang tunanetra,119,1.0
implementasi metode optical flow pemilihan menu display rancang bangun sistem deteksi pergerakan kepala,16,0.43731346637234325
pengembangan aplikasi forum komunitas sepeda berbasis web,-1,0.0
pengembangan sistem berbasis web bisnis jasa seni lukis,-1,0.0
pengembangan aplikasi getas geotagging brantas geotagging sungai brantas,66,0.8781432828065486
perancangan antarmuka pengguna sistem pengelolaan hasil penilaian siswa human centered design studi smkn bojonegoro,117,1.0
analisis sentimen aspek opini wisatawan metode naive bayes studi perum perhutani,80,1.0
evaluasi penerapan pembelajaran daring smk negeri malang model evaluasi cipp context input process product,-1,0.0
implementasi deteksi klasifikasi jenis urine metode knearest neighbor knn pasien operasi,0,1.0
deteksi emosi tweet berbahasa indonesia pembelajaran jarak knearest neighbor pembobotan term frequencyinverse gravity moment,-1,0.0
pengembangan aplikasi umkm penjualan bahan makanan organik berbasis android,31,0.9430218631745734
alas kaki penimbang berat badan berjalan berbasis sensor load cell metode regresi linier,42,0.8330085096059792
early warning sistem rambu pembatas kecepatan histogram oriented gradient klasifikasi svm berbasis raspberry pi,60,1.0
pengembangan sistem informasi pembayaran berbasis web usaha tv kabel studi linda cable,57,0.22077182677688423
evaluasi kualitas aplikasi mobile commerce kamimart berbasis android berdasarkan standar isoiec,-1,0.0
analisis hasil evaluasi kinerja kelompok jabatan fungsional pemeriksa pajak kantor pelayanan pajak pma metode naive bayes,-1,0.0
pengembangan aplikasi eorder service berbasis website memanfaatkan payment gateway studi hotel lava view,-1,0.0
pengembangan sistem informasi manajemen pelaporan prakerin praktik kerja industri studi smk negeri malang,1,1.0
evaluasi user experience elearning universitas bhayangkara jakarta metode tuxel technique for user experience evaluation in elearning,-1,0.0
klasifikasi email berdasarkan tingkat kepentingannya metode naive bayes studi pt green air pacific surabaya,-1,0.0
pengembangan layanan sistem informasi manajemen penilaian hasil belajar siswa pondok pesantren ponpes bustanul huda pasuruan,11,1.0
pengembangan aplikasi pengelolaan penyimpanan distribusi barang berbasis web studi pt harrasima inventory logistic,1,0.9916297274328186
perancangan user interface sistem informasi osis berbasis android pendekatan human centered design studi smkn dlanggu,-1,0.0
analisis pengaruh peserta didik pendidikan lingkungan efektivitas sistem pembelajaran daring luring pandemi covid studi peserta didik smk bhakti anindya kota tangerang,-1,0.0
pengembangan aplikasi pelatihan manajemen tim bola basket sabac berbasis web studi sman malang,109,0.9338659489797294
perancangan user experience aplikasi esakip elektronik sistem akuntabilitas kinerja instansi pemerintah metode humancentered design studi kabupaten kepulauan selayar,-1,0.0
pengembangan sistem monitoring aset sekolah berbasis web studi sdn dlanggu mojokerto,11,0.5235419747083812
pengembangan sistem pemilah telur ayam negeri ayam kampung berdasarkan berat warna cangkang telur metode knearest neighbor knn,86,1.0
sistem kendali kualitas air kolam ikan nila metode jaringan syaraf tiruan berdasarkan ph turbidity berbasis arduino uno,-1,0.0
perancangan antarmuka pengguna sistem bimbingan konseling berbasis aplikasi web metode human centered design studi smk muhammadiyah malang,-1,0.0
perancangan user experience modul dosen aplikasi bimbingan akademik metode design thinking,53,0.8328605749544385
pengembangan media pembelajaran peralatan multimedia berbasis augmented reality outfit marker smk hayam wuruk mojokerto,8,0.8175324250741465
hyper sheets aplikasi elearning pembelajaran html css menerapkan konsep gamification berbasis web,-1,0.0
perancangan user experience pendekatan humancentered design aplikasi adopsi hewan,-1,0.0
perbandingan kinerja protokol aomdv mpdsr mobile ad hoc network manet,44,0.6629698446168069
evaluasi penerapan electronic court ecourt kerangka kerja human organization technology hotfit pengadilan agama jayapura papua,93,1.0
perancangan antarmuka sistem informasi akademik siswa berbasis web metode human centered design studi smk negeri malang,117,1.0
analisis kepuasan pengguna learning management system lms siprestasi end user computing satisfaction eucs studi smp negeri pace,104,1.0
perancangan user experience aplikasi pembelajaran investasi pasar modal berbasis mobile metode design thinking,25,1.0
implementasi load balancing cloud computing algoritme improved weighted least connection,13,0.5917994749614917
evaluasi website malasngoding metode usability testing system usability scale sus,14,0.6254189318697598
perancangan sistem informasi akademik sekolah menengah berbasis website,11,0.4774865942411329
sistem pengelolaan inventory gudang studi pt papua utama mitra,-1,0.0
pengembangan media pembelajaran berbasis aplikasi ispring materi desain grafis kelas x smk negeri malang,59,0.9023248541473682
perancangan pengalaman pengguna aplikasi pemantauan kegiatan masjid berbasis piranti bergerak humancentered design masjid ibnu sina jl veteran malang,30,0.8834301537001117
pengembangan sistem penjualan rekomendasi kompatibilitas komponen toko komputer,1,0.9329582231489881
pengembangan aplikasi jual beli sayur kabupaten malang studi desa bocek kabupaten malang,31,0.23806181507545238
analisis perbaikan proses bisnis metode business process improvement bpi studi divisi simpan pinjam kpri ub,12,0.2379116889489845
evaluasi perancangan perbaikan antarmuka pengguna aplikasi ker pendekatan human centered design,38,1.0
pembangunan sistem informasi point of sale terintegrasi berbasis web studi mangosaurus taichanotw rinducandu,1,1.0
pengembangan sistem seleksi monitoring atlet shorinji kempo kota malang berbasis web,109,1.0
segmentasi citra makanan clustering improved kmeans estimasi sisa makanan,7,0.28755625568043336
analisis teknologi permasalahan pembelajaran jarak dimasa pandemi covid siswa smk studi siswa kelas xii jurusan teknik pemesinan smkn jenangan,-1,0.0
perancangan user experience aplikasi berbasis mobile rindang proses design thinking,25,0.694722664743412
pengembangan sistem informasi etourism media pemasaran studi kabupaten trenggalek,77,0.6984412569383446
pengembangan sistem informasi pengelolaan klien perusahaan agen kreatif berbasis website studi hansha inventive,1,1.0
deteksi serangan black hole protokol routing ad hoc ondemand distance vector support vector machine,74,0.5782577403902298
pengembangan sistem informasi manajemen kegiatan sekolah berlandaskan penguatan pendidikan karakter smp islam sabilurrosyad malang,11,0.2669592103607512
evaluasi user experience game grand theft auto gta v online cognitive walkthrough,103,1.0
analisis sentimen media sosial twitter aturan pemberlakuan pembatasan kegiatan masyarakat kota malang metode knearest neighbor,6,0.6286012147724378
evaluasi user experience game raft metode game experience questionnaire geq,82,1.0
klasifikasi dokumen ecomplaint kampus bm knearest neighbor,37,0.8155752415208488
klasifikasi artikel publikasi berdasarkan judul jurnal teknologi informasi ilmu komputer jtiik universitas brawijaya metode improved knearest neighbor,37,0.6134069435696634
evaluasi usability website mejakita metode usability testing,14,0.6827119501024959
pengembangan sistem informasi eternak banyuwangi enak wangi berbasis android studi dinas pertanian pangan kabupaten banyuwangi,31,0.1437621116110498
prediksi trend harga saham jangka pendek berdasarkan fitur technical analysis algoritma random forest,-1,0.0
rancang bangun sistem klasifikasi tingkat kematangan pisang berdasarkan warna kulit berat metode knearest neighbor berbasis arduino,-1,0.0
pengembangan sistem manajemen kerja daring karyawan hubungan kerja atasan bawahan studi cv dias putra,-1,0.0
perancangan customer relationship management crm metode seo berbasis website studi cv tips indonesia,-1,0.0
perancangan pengalaman pengguna aplikasi sikumuh penataan kawasan kumuh kota bekasi berbasis mobile metode design thinking,-1,0.0
evaluasi perbaikan antarmuka pengguna aplikasi jogo tulungagung astuti metode system usability scale sus humancentered design hcd,-1,0.0
evaluasi perbaikan user interface aplikasi mobile gobis suroboyo bus berdasarkan usability testing metode design thinking,-1,0.0
pengembangan sistem informasi aplikasi pengajuan izin berbasis android studi dinas penanaman modal pelayanan terpadu pintu kabupaten ponorogo,-1,0.0
sistem manajemen toko perhiasan perak progressive web app studi toko borneo silver banjarmasin,1,1.0
pengembangan desain antarmuka pengguna elearning pemrograman metode rekayasa kansei,-1,0.0
pengembangan modul informasi objek layanan kesehatan aplikasi malang sehat,3,0.647414679780722
perancangan pengalaman pengguna aplikasi percetakan pt ajitama berbasis mobile metode design thinking,25,0.7308121016679181
optimasi pengiriman barang algoritme genetika data sintesis,19,0.5821327815677056
evaluasi proses bisnis quality evaluation framework qef cv jiwo elektro,28,0.7505922309919865
penyusunan disaster recovery plan drp framework nist sp studi perusahaan it nasional,51,0.9830484328137051
implementasi protokol leach wireless sensor network perangkat berbasis nrfl,15,1.0
implementasi algoritma enkripsi snowv wireless sensor network wsn,15,0.8316355503472174
pengembangan sistem penghitung takaran air menentukan tingkat kematangan nasi regresi linier berbasis embeded system,29,0.6083486593781161
evaluasi proses bisnis sistem peminjaman ruangan online metode quality evaluation framework qef studi pt omah pioner ngalam,28,0.3502767208123447
pengembangan sistem informasi manajemen masjid al ghifari berbasis web,30,1.0
implementasi konsep persinyalan moving block lingkup transportasi bus rapid transit berbasis wireless sensor network,-1,0.0
pengembangan aplikasi manajemen kelayakan panen budidaya ikan lele berbasis website studi budidaya lele andri,-1,0.0
deteksi helm keamanan pengendara sepeda motor metode cnn convolutional neural network raspberry pi,60,0.6219642573081854
pengembangan sistem pengelolaan aset fakultas ilmu komputer universitas brawijaya,18,1.0
perbandingan akurasi deteksi pintu berbasis hog klasifikasi svm kernel linear radial basis function polinomial raspberry pi,60,1.0
rekomendasi kelayakan peminjam metode fuzzy tsukamoto,95,0.9066393436087342
convolutional neural network klasifikasi citra makanan khas indonesia,7,0.22813753471239864
pengembangan ecommerce integrasi api payment gateway midtrans,57,1.0
pengembangan sistem informasi penjualan motor berbasis web teknologi firebase studi dealer motor suzuki katang,-1,0.0
pengembangan sistem informasi pemesanan daily catering senjani kitchen berbasis progressive web app metode waterfall,1,1.0
implementasi wireless mesh network berbasis protokol routing batman video live streaming fitur network coding,-1,0.0
pengembangan sistem informasi manajemen presensi kegiatan ibadah siswa berbasis website studi smk muhammadiyah malang,-1,0.0
evaluasi kapabilitas layanan sambat online cobit,5,1.0
implementasi hybrid algoritma genetika simulated annealing optimasi nutrisi makanan atlet endurance,24,1.0
optimasi rute distribusi logistik bekangdam algoritma bee colony,88,1.0
analisis perilaku pengguna pt surya jaya harian surya surabaya metode kmeans clustering,7,0.8964121664801606
evaluasi perbaikan usability situs web niagara rafting metode heuristic evaluation,110,1.0
pengembangan web elearning codemaniac web adaptif berbasis logpengembangan web elearning codemaniac web adaptif berbasis log,-1,0.0
deteksi orang bermasker akses pintu berdasarkan rasio bounding box wajah roundness naive bayes berbasis raspberry pi,-1,0.0
perancangan sistem informasi keuangan politeknik unisma malang,-1,0.0
optimasi kombinasi bahan makanan meningkatkan imunitas pencegahan tertular covid usia dewasa muda algoritma genetika,24,0.38610160453336995
studi perbandingan kinerja routing protokol dsdv oslr skenario pemutusan link ns,-1,0.0
pengembangan aplikasi pengelolaan pondok pesantren berbasis web studi pondok pesantren nurul islam mojokerto,30,1.0
pengembangan aplikasi android latihan fisik dimasa pandemi berdasarkan cuaca,-1,0.0
perbandingan minat belajar hasil belajar implementasi strategi pembelajaran react relating experiencing applying cooperating transferring pendekatan saintifik mata pelajaran pemrograman berorientasi objek smk negeri medan,4,1.0
perancangan user experience aplikasi pemantau kesehatan lansia metode humancentered design,-1,0.0
sistem prediksi hasil produksi udang vaname algoritma multiple linear regression mlr kombinasi gradient descent gd apache spark,-1,0.0
optimasi multiple travelling salesmen problem distribusi produk pt indomarco adi prima stock point nganjuk algoritma kmeans algoritma genetika gka,83,0.6375520755747982
perbedaan hasil belajar siswa kelas x jurusan multimedia pembelajaran meaningful instructional design mid discovery learning mata pelajaran komputer jaringan dasar smk negeri singosari malang,59,0.6524230096017445
pengembangan aplikasi pengelolaan rekam medis obgin berbasis web studi rumah sakit daerah kota malang,3,0.6379241125800321
pengembangan sistem informasi manajemen alat laboratorium studi laboratorium fisika tanah fakultas pertanian universitas brawijaya,-1,0.0
pengembangan sistem informasi pembelajaran daring blended system berbasis web,-1,0.0
evaluasi gameplay game arknights metode analisis mechanics dynamics and aesthetics mda framework,62,1.0
pengembangan aplikasi pemetaan desa kuliah kerja nyata geotagging berbasis android studi mahasiswa universitas brawijaya,66,1.0
rekomendasi aksi saham pendekatan teknikal pt telekomunikasi indonesia tbk tlkm algoritme learning vector quantization lvq,75,0.9379759225782525
evaluasi pengalaman pengguna perspektif mahasiswa eling google classroom mahasiswa sap sistem informasi angkatan fakultas ilmu komputer universitas brawijaya,-1,0.0
evaluasi tingkat kapabilitas tata kelola teknologi informasi framework cobit proses dss dss pt hexindo adiperkasa cabang balikpapan,5,1.0
pengembangan aplikasi scoring iqra berbasis android parameter pitch volume rhythm timbre,63,0.21373112443444037
klasifikasi penyakit infeksi saluran pernapasan akut ispa menerapkan metode fuzzy knearest neighbor,0,1.0
perbandingan kinerja routing multicopy manajemen buffer last in first out delay tolerant network,105,1.0
pembangunan sistem informasi rawat jalan rekam medis elektronik berbasis website studi rsud dr iskak tulungagung,3,0.6674755083023078
pengembangan sistem informasi akademik sekolah menengah kejuruan smk studi smk muhammadiyah kemlagi,11,0.31798045566254557
evaluasi gameplay game fall guys metode heuristic evaluation of playability hep,82,0.3866212913198027
analisis sentimen twitter metode naive bayes relevance frequency feature selection studi opini masyarakat kebijakan new normal,6,1.0
perbandingan pembobotan term frequencyinverse document frequency term frequencyrelevance frequency fitur ngram analisis sentimen,-1,0.0
rekayasa sistem lampu lintas berdasarkan kepadatan persimpangan naive bayes komunikasi soket,92,1.0
penentuan tingkat kepentingan email metode knearest neighbor studi pt green air paciffic surabaya,-1,0.0
pengembangan sistem informasi pemantauan pasien isolasi mandiri covid berbasis website studi ponkesdes jeru turen,3,0.34636220344984875
pengembangan sistem informasi manajemen korespondensi berbasis web metode rational unified process balai taman nasional bromo tengger semeru,1,1.0
analisis pengalaman pembelajaran jarak mahasiswa difabel tunanetra universitas brawijaya,-1,0.0
analisis sentimen tweet covid word embedding metode long shortterm memory lstm,70,0.25189883961536164
rekomendasi pengambilan asuransi kecelakaan driver improve kmeans inisialisasi centroid berbasis sum square error knearest neighbor,39,1.0
pengembangan kecerdasan buatan objek npc microgames karting finite state machine unity,67,0.6368250228610962
evaluasi perbaikan antarmuka pengguna situs web arta barber and chill pendekatan human centered design hcd,35,0.7138558770933515
pengembangan aplikasi pendeteksi kelelahan pengendara mobil berbasis android face recognition,16,0.5870057115349203
analisis desain layanan informasi profil umkm wilayah jawa timur pendekatan human centered design hcd,-1,0.0
automatic speech recognition bahasa indonesia unidirectional gated recurrent unit,63,0.14196208174694647
perancangan antarmuka pengguna aplikasi mobile learning mata pelajaran komputer jaringan dasar metode human centered design studi kelas x tkj smkn dlanggu mojokerto,122,1.0
pengembangan sistem informasi monitoring peternakan ayam berbasis mobile react native restfull web service studi peternakan alfa sentosa,0,0.7406524373473571
penerapan metode ahp topsis sistem pendukung keputusan pemilihan laptop bekas media penunjang pembelajaran pasca pandemi covid,-1,0.0
pengembangan website ecommerce pemanfaatan sistem payment gateway midtrans studi butik rizza collection,57,0.8361756535155406
