Judul,topics,probabilities
sistem diagnosis penyakit sapi metode neighbor weighted knearest neighbor berbasis android,0,1.0
klasifikasi risiko hipertensi metode learning vector quantization lvq,75,1.0
implementasi metode dempstershafer mendeteksi penyakit diabetes mellitus,0,1.0
analisis performa protokol lowpan jaringan sensor nirkabel cooja simulator,15,0.8309812354093853
prediksi penjualan mi metode extreme learning machine elm kober mie setan cabang soekarno hatta,9,1.0
penyusunan bahan makanan keluarga penderita penyakit hiperkolesterolemia algoritme genetika,24,0.5976586039816951
implementasi simple service discovery protocol ssdp pencarian layanan wifi direct berbasis android,15,0.5924983987088226
high availability controller software defined network heartbeat drbd,36,1.0
rancang bangun aplikasi mobile media informasi wisata suroboyo carnival berbasis augmented reality,8,0.6988348773326939
prediksi harga emas batang feed forward neural network algoritme genetika,9,0.1278461281488591
sistem pendukung keputusan spk pemilihan tanaman pangan berdasarkan kondisi tanah metode electre topsis,-1,0.0
penerapan parallel genetic algorithm optimasi penyusunan bahan makanan keluarga penderita hiperkolesterolemia,24,0.6534076034497871
optimasi bobot multilayer perceptron algoritma genetika klasifikasi tingkat resiko penyakit stroke,0,0.6451245117192685
diagnosis penyakit tht metode fuzzy tsukamoto berbasis android,0,1.0
analisis pemodelan sistem informasi pengelolaan persediaan barang studi sarana prasarana ub press,1,1.0
sistem pakar diagnosis penyakit hati metode fuzzy tsukamoto berbasis android,0,1.0
evaluasi layanan bpjstk mobile domain deliver service and support berdasarkan framework cobit studi bpjs ketenagakerjaan cabang mataram,5,0.6960164374577575
klasifikasi kelompok varietas unggul padi modified knearest neighbor,113,1.0
rancang bangun sistem pervasive rumah cerdas berbasis protokol message queue telemetry transport webservice,108,0.7900247359490912
analisis pemetaan pelanggan potensial algoritma kmeans lrfm model mendukung strategi pengelolaan pelanggan studi maninjau center kota malang,7,0.29441079053973895
implementasi procedural generation membangun level tactical rpg metode occupancy regulated extension,56,1.0
perancangan situs web rumah sakit islam masyithoh bangil mengadaptasi human centered design,-1,0.0
implementasi metode naive bayes perbaikan missing value metode nearest neighbor imputation studi penyakit malaria kabupaten malang,27,0.615749181047431
kelompok penyakit tanaman apel metode kmeans berbasis web,0,1.0
perbandingan kinerja protocol routing open shortest path first ospf routing information protocol rip simulator cisco packet tracer,69,1.0
klasifikasi dokumen sambat online metode knearest neighbor features selection berbasis categorical proportional difference,27,0.9486959229228373
permainan mobile augmented reality berbasis lokasi pengenalan kehidupan kampus mahasiswa fakultas ilmu komputer universitas brawijaya,8,1.0
rancang bangun sistem komunikasi bluetooth low energy ble sistem pengamatan tekanan darah,49,1.0
penjadwalan dinas pegawai algoritma evolution strategies pt kereta api indonesia kai daop stasiun kediri,19,0.3486963137401864
implementasi constrained application protocol coap sistem pengamatan kelembaban tanah,-1,0.0
pengembangan alat bantu pemanggil penyandang tunarungu library pocketsphinx berbasis android studi psld universitas brawijaya,-1,0.0
seleksi anggota paduan suara metode fuzzy tsukamoto simple additive weighting saw,17,1.0
sistem pakar penentuan gizi makanan pasien opname metode fuzzy tsukamoto studi klinik rumah sakit ibnu sina dampit malang,0,1.0
peramalan siaga banjir menganalisis data curah hujan arr muka air awlr metode support vector regression studi perum jasa tirta i,29,0.38902370610755754
analisis kinerja protokol routing arsitektur delay tolerant network pola pergerakan,105,0.4627527305978759
implementasi metode backpropagation mengenali teks natural scene image,23,0.21302286957055946
optimasi komposisi pupuk tanaman jagung algoritme genetika,19,0.19724802758878368
peramalan produksi gula pasir fuzzy time series optimasi algoritma genetika studi pg candi sidoarjo,34,0.3083588811242703
evaluasi kualitas website forum diskusi online metode webqual importance performance analysis studi website dictio,21,0.8096207206768561
optimasi fuzzy times series memprediksi nilai penjaminan kredit kur algoritme genetika studi perum jamkrindo cabang kendari,34,0.15894525233169693
implementasi metode deltaextract sinkronisasi data aplikasi kasir smart laundry assistant and management sinadme studi cv citridia it solution,106,1.0
prediksi kunjungan wisatawan mancanegara bali support vector regression algoritma genetika,80,0.9914641642301307
sistem pakar diagnosis penyakit kambing metode dempster shafer,0,1.0
evaluasi kualitas layanan website portal jurnal universitas brawijaya website student journal universitas brawijaya metode webqual ipa importance performance analysis,21,0.48562829347018555
analisis perbandingan website toko buku online website usability evaluation tool studi bukukita tokopedia,-1,0.0
sistem pendukung keputusan rekomendasi pemberian usaha kredit mikro ukm metode ahpsaw study pd bpr bojonegoro,-1,0.0
optimasi kmeans clustering dosen berdasarkan kinerja akademik algoritme genetika paralel,-1,0.0
analisis pemakaian energi sensor node protokol komunikasi rf sumber daya baterai,-1,0.0
analisis performa protokol lte pengiriman periodic messages vehicular network,44,0.680032126660747
rancang bangun aplikasi informasi candi berbasis teknologi augmented reality smartphone android studi candi ngetos nganjuk,8,0.43999866875161386
sistem diagnosis penyakit kucing metode naive bayes,0,1.0
sistem diagnosis penyakit hati metode naive bayes,0,1.0
perbandingan kinerja pengiriman data skema routing singlecopy multicopy jaringan delay tolerant network dtn,105,1.0
perbandingan performansi protokol routing epidemic maxprop berdasarkan mobilitas node delay tolerant network,105,1.0
evaluasi biaya pengembangan sistem informasi pengelolaan arsip surat sipas function point object point studi pt sekawan media informatika,64,0.1666054650971181
optimasi vehicle routing problem with time windows vrptw rute mobile grapari mogi telkomsel cabang malang algoritme genetika,-1,0.0
analisis pengaruh serangan black hole protokol aodv mobile ad hoc network lingkungan pergerakan dinamis,74,0.9825722875718979
implementasi metode naive bayes diagnosis penyakit kambing studi uptd pembibitan ternak hijauan makanan ternak kec singosari malang,0,1.0
implementasi fuzzy time series prediksi harga daging pasar kabupaten malang,34,0.5029249285269001
analisis faktorfaktor meningkatkan kepercayaan konsumen risiko belanja online lazada,46,1.0
analisis sentimen kurikulum sosial media twitter metode knearest neighbor feature selection query expansion ranking,6,1.0
optimasi fuzzy time series algoritme genetika meramalkan pengangguran jawa timur,34,0.20178455874201892
perancangan implementasi sistem pola berjalan robot humanoid metode inverse kinematic,20,0.9537130308439903
klasifikasi dokumen twitter karakter calon karyawan algoritme knearest neighbor knn,6,0.5575916041147512
analisis sentimen pariwisata kota malang metode naive bayes seleksi fitur query expansion ranking,27,1.0
pelumasan rantai otomatis roller chain conveyor metode regresi linear,73,0.541696144533897
peramalan penyakit jaringan saraf tiruan backpropagation studi puskesmas rogotrunan lumajang,23,1.0
optimasi fuzzy time series algoritma particle swarm optimization peramalan penduduk kabupaten probolinggo,34,0.09119574574297634
optimasi peramalan penyakit metode jaringan syaraf tiruan backpropagation algoritma genetika,23,0.21497591166566762
implementasi robot lengan pemindah barang dof metode inverse kinematics,20,0.7275643166114719
optimasi gizi bahan makanan balita algoritme genetika,24,0.6372259634161389
implementasi access control list berbasis protokol mqtt perangkat nodemcu,56,1.0
rancang bangun sistem ventilasi vertikal solar adaptive prototype gedung bertingkat berbasis mikrokontroler,54,0.62776316118385
sistem pakar identifikasi penyakit tanaman kacang tanah metode fuzzy mamdani berbasis android,0,1.0
rancang bangun pengendali pintu kipas lampu smarthome fuzzy logic data dashboard,61,1.0
perancangan smart surveillance system smarthome ni myrio,92,1.0
implementasi node sensor sistem pengamatan ph air budidaya ikan air tawar,-1,0.0
pengembangan sistem informasi manajemen donasi relawan komunitas sosial,-1,0.0
rancang bangun dapur smart home fitur speech recognition aplikasi labview berbasis ni myrio,-1,0.0
pengembangan sistem portal data indonesia kantor staf presiden comprehensive kerbal archieve network ckan,93,1.0
evaluasi usability perbaikan rancangan antarmuka pengguna situs website jurusan teknik kimia universitas brawijaya metode human centered design hcd,35,0.7180648664441343
implementasi smart identification perangkat smartphone raspberry pi studi sman balikpapan,50,0.2918528717268138
analisis user experience website streaming video studi youtube vlive,-1,0.0
evaluasi user experience metode heuristic evaluation persona studi situs web dalang ki purbo asmoro,-1,0.0
pengembangan sistem inventory control perusahaan berbasis web studi pt xyz,1,0.966364985878255
pengembangan sistem informasi layanan kredit unit layanan modal mikro ulamm cabang wates,-1,0.0
analisis minat risiko penggunaan whaff reward model technology acceptance model tam,26,0.20601461569895424
perbandingan performa database apache hbase apache cassandra media penyimpanan data sensor internet of things,-1,0.0
penerapan algoritme genetika penjadwalan latihan reguler pemain brass marching band studi ekalavya suara brawijaya,63,0.593747689056224
optimasi batasan fungsi keanggotaan fuzzy tsukamoto algoritme genetika kelayakan pemberian kredit studi pd bpr bank daerah lamongan,-1,0.0
sistem ar drone pengikut garis algoritma progressive probabilistic hough transform,73,0.8105965520306337
sistem kendali navigasi ar drone leap motion,73,0.8125032787975264
analisis perbaikan antarmuka situs web brawijaya information technology services bits metode evaluasi heuristik,-1,0.0
pengembangan sistem informasi geografis pemetaan lokasi kecelakaan berbasis webgis studi daerah operasional polres kota batu,51,0.9830484328137051
analisis pengalaman pengguna mixedmethods approach studi website coppamagz,2,0.9849727450790756
analisis pemakaian energi sensor node protokol komunikasi zigbee solar cell,-1,0.0
pengembangan perangkat lunak iot cloud platform berbasis protokol komunikasi http,56,1.0
evaluasi perancangan antarmuka pengguna aplikasi on demand berbasis mobile menerapkan humancentred design studi mangjek indonesia,22,0.515912531514446
rekomendasi penentuan prioritas sistem informasi bnn kota malang metode easywinwin,-1,0.0
pengembangan sistem monitoring akademik administrasi siswa paud abc,11,0.27803505361766884
pengembangan aplikasi kontrol kendali kemudi kursi roda berbasis pergerakan kepala hemocs head movement control system,32,0.1215840048672261
pemodelan evaluasi proses bisnis metode quality evaluation framework qef studi pt group mitra indonesia,28,1.0
sistem kendali takeoff quadcopter ardrone logika fuzzy,73,0.7980593506530802
analisis pengalaman pengguna permainan multiplayer online battle arena moba game experience questionnaire geq game dota,82,1.0
penerapan optimasi susunan bahan makanan hamil penderita energi kronis kek algoritme evolution strategies,24,0.4026401058608174
pemodelan evaluasi proses bisnis berdasarkan hasil ekstraksi event log menerapkan process mining divisi produksi pt kutai timber indonesia kota probolinggo,12,0.3197818069201329
pengembangan sistem informasi pelaporan bphtb badan pendapatan daerah kabupaten bondowoso,-1,0.0
analisis perancangan sistem informasi manajemen donasi kegiatan relawan komunitas sosial kota malang studi komunitas turuntangan malang,-1,0.0
evaluasi usability aplikasi gojek metode pengujian usability,14,0.9076049353437361
analisis perbandingan performa algoritme voronoibased continuous k nearest neighbor dijkstra mengelola data berukuran studi malang raya,-1,0.0
implementasi sistem monitoring polusi udara berdasarkan indeks standar pencemaran udara pemodelan finite state machine,54,1.0
pemilihan rute optimal penjemputan penumpang travel ant colony optimization multiple travelling salesman problem mtsp,88,1.0
perhitungan kapasitas baterai arus komponen ardrone quadcopter estimasi jarak terbang,-1,0.0
evaluasi perbaikan desain antarmuka pengguna pendekatan humancentered design hcd studi djarum beasiswa plus,-1,0.0
penerapan algoritma support vector machine svm pengklasifikasian penyakit kejiwaan skizofrenia studi rsj radjiman wediodiningrat lawang,55,0.4354385271045659
evaluasi perbaikan desain antarmuka pengguna situs web smk negeri bangsri webuse human centered design,35,0.6598168393938337
analisis layout website responsive material design guidelines user centered design,-1,0.0
pengembangan sistem informasi kesehatan primer mendukung penerapan model organisasi manajemen kesehatan primer andal poliklinik pabrik gula kebon agung,3,0.2961135581794899
analisis evaluasi proses bisnis business process improvement bpi ub guest house,12,1.0
sistem deteksi warna quadcopter ardrone metode color filtering hue saturation and value hsv,102,0.9078049092104833
pengembangan sistem aplikasi percetakan pt zona sangangiti grafika,-1,0.0
penerapan hibridisasi algoritme genetika simulated annealing optimasi vehicle routing problem pengangkutan sampah kota denpasar,83,1.0
evaluasi perbaikan user experience user experience questionnaire ueq focus group discussion fgd situs web filkom apps mahasiswa fakultas ilmu komputer universitas brawijaya,2,0.5639018789731705
pembangunan arsitektur webgis pemetaan daerah terdampak erupsi gunung merapi studi kabupaten sleman,51,0.8424871626455837
stabilizer kamera axis pid control berdasarkan setpoint atmega,-1,0.0
pengembangan sistem informasi manajemen tesis studi program studi magister administrasi bisnis fakultas ilmu administrasi ub,18,0.8700370802625078
pembangunan aplikasi entertainment terminal berbasis sistem kendali head movement control system perangkat ios,32,0.0367008454005332
analisis kualitatif situs website forum diskusi usability testing studi wwwdictioid,14,0.41404595248541526
pengembangan game edukasi penyeberangan jalan pelan kinect pengendali permainan studi tk ram nu baninbanat gresik,62,0.62783892629917
implementasi system real time monitoring pencahayaan suhu kelembaban tanaman stroberi,65,1.0
analisis pengalaman pengguna website ecommerce studi klikindomaretcom alfacartcom,-1,0.0
penerapan algoritme genetika optimasi fungsi keanggotaan sistem inferensi fuzzy tsukamoto diagnosis penyakit hiv,-1,0.0
implementasi algoritme shazam mengidentifikasi hadis surah alquran suara,30,0.6200602611489062
implementasi algoritma distributed color selection mengatasi collision multireader sistem rfid,102,1.0
perancangan perangkat pengendali navigasi ar drone quadcopter berbasis hand gesture metode complementary filter,73,0.6388271269444741
implementasi linked list interaksi marker augmented reality operand operator aritmetika,8,0.7980035828939833
optimasi knearest neighbour particle swarm optimization sistem pakar monitoring pengendalian hama tanaman jeruk,47,0.8383417082023612
analisis performa routing spin sensor protocol for information via negotiation wireless sensor network,15,0.5800018317453965
implementasi sistem pencarian perangkat usb berbasis protokol usbip jaringan ip multicast,-1,0.0
pengembangan aplikasi badstics menentukan karakteristik pemain bulu tangkis metode naive bayes studi pbsi jawa timur,62,0.7640763050682448
optimasi penjadwalan bimbingan skripsi algoritme genetika studi fakultas ilmu komputer universitas brawijaya,19,1.0
kendali robot berdasarkan perintah inisialisasi pengguna,20,0.9572829810662278
rancang bangun sistem deteksi titik kebakaran metode naive bayes sensor suhu sensor api berbasis arduino,-1,0.0
implementasi penyimpanan data sensor nirkabel mongodb lingkungan iot protokol mqtt,-1,0.0
sistem monitoring kebugaran kardiorespirasi pulse sensor load sensor nonexcercise prediction method,36,1.0
pembangunan sistem informasi pengajuan kegiatan pemberian poin mahasiswa fakultas ilmu komputer universitas brawijaya,18,1.0
pembangunan mobile gis analisis tutupan lahan kabupaten trenggalek,66,0.7073312494821626
audit tata kelola teknologi informasi dinas komunikasi informatika diskominfo kota probolinggo kerangka kerja cobit domain plan and organise acquire and implement,5,1.0
sistem inventarisasi eksplorasi pertambangan batu bara kalimantan berbasis mobile android,-1,0.0
rancang bangun sistem pencarian koleksi laporan skripsi pkl teknologi web semantik studi ruang baca fakultas ilmu komputer universitas brawijaya,-1,0.0
pengembangan sistem informasi toko bangunan studi ud darmo jaya,-1,0.0
pengembangan sistem informasi lembaga pengkajian konsultan bantuan hukum lpkbh zachman framework studi lpkbh albaihaqy,1,1.0
implementasi kshortest path routing jaringan software defined network,48,0.7185759505319704
analisis perbandingan performansi algoritme floydwarshall algoritme johnson penentuan rute terpendek software defined network,48,0.6434016321702685
sistem informasi penentuan lokasi pembangunan kawasan industri kabupaten mojokerto metode multicreteria evaluation berbasis webgis,51,1.0
implementasi algoritme naive bayes arduino uno otomatisasi lampu ruangan berdasarkan kebiasaan penghuni rumah,92,1.0
sistem pendeteksi kandungan nutrisi tanah berdasarkan warna kelembapan metode naive bayes,-1,0.0
pengembangan aplikasi permainan artifact hunter berbasis design play experience dpe framework,62,1.0
rancang bangun pengenalan modul komunikasi konfigurasi otomatis berbasis uart,-1,0.0
implementasi komputasi paralel pergerakan lengan robot inverse kinematic,20,1.0
implementasi sistem pengenalan perangkat layanan sensor aktuator rumah cerdas berbasis arsitektur publishsubscribe,92,1.0
pembangunan sistem pemesanan koki makanan berbasis web,-1,0.0
rancang bangun automatic water filling tub system algoritma fuzzy mamdani,68,0.7167167247197201
seleksi fitur information gain klasifikasi penyakit jantung kombinasi metode knearest neighbor naive bayes,0,0.9673575520110764
implementasi pervasive computing sistem monitoring konsumsi daya listrik stop kontak rumah,92,0.9901534389730319
identifikasi penyakit gagal ginjal metode neighbor weighted knearest neighbor nwknn,-1,0.0
analisis pengaruh pemasaran media sosial loyalitas konsumen studi transportasi online gojek indonesia,45,0.9716642169684375
evaluasi perbaikan desain antarmuka pengguna situs web pariwisata pendekatan user centered design ucd studi balai taman nasional bromo tengger semeru malang,-1,0.0
perencanaan sistem penjualan togaf architecture development method togafadm studi pt millennium pharmacon international tbk cabang malang,-1,0.0
evaluasi usability aplikasi uber pengujian usability,14,0.5607638774792267
analisis faktorfaktor memengaruhi penerimaan pengguna transaksi online shopee,46,1.0
perbandingan performa intrusion detection system ids snort suricata mendeteksi serangan tcp syn flood,101,1.0
scoring system otomatis lomba menembak target sillhouette hewan logika fuzzy,-1,0.0
analisis faktorfaktor memengaruhi loyalitas pelanggan transaksi online ecommerce xyz,46,1.0
sistem kontrol monitoring kualitas air tambak udang windu metode fuzzy logic control mikrokontroler ni myrio,68,1.0
analisis kinerja onpath caching offpath caching informationcentric networking,48,0.26401594847571985
implementasi protokol mqtt monitoring suhu ketersediaan pakan ikan akuarium,-1,0.0
pengembangan business process improvement sistem pelayanan kesehatan lingkungan klinik zachman framework studi upt laboratorium dinas kesehatan kota malang,3,0.5168329911616776
implementasi penentuan bobot link logika fuzzy pencarian jalur terpendek software defined networking,48,0.3457588262266125
pengembangan aplikasi mobile mencari pertolongan kendaraan berdasarkan lokasi terdekat,100,1.0
simulasi perubahan hidrologi permukaan kawasan karst dampak ekploitasi bahan baku semen metode tangible landscape,29,0.27673073344147353
desain interaksi telepon genggam anakanak fitur pemantau gps sms berbasis arduino nano,-1,0.0
implementasi modul antarmuka perangkat sensor komunikasi uart ic fitur plug and play,-1,0.0
analisis perancangan sistem informasi pelayanan informasi pasar kerja pendekatan berorientasi objek,-1,0.0
implementasi raspberry pi embedded system kamar mandi pintar monitoring otomatisasi,50,0.36786997784027037
analisis keterkaitan tingkat kepercayaan pengguna transaksi online ecommerce instagram,46,0.3726190556495763
analisis perbaikan usability aplikasi mobile kai access metode usability testing use questionnaire,-1,0.0
implementasi low power mode perangkat sistem pendeteksi kebocoran gas atmegap,54,0.8121929481157437
pemodelan regresi linear prediksi konsumsi energi primer indonesia hybrid particle swarm optimization continuous ant colony optimization,88,0.5773247683979117
desain implementasi innetwork caching content centric networking ccnlite simulator omnet,-1,0.0
analisis implementasi load balancing web server algoritme shortest delay software defined network,13,0.7825009719640406
analisis sentimen ulasan hotel fitur score representation identifikasi aspek ulasan kmodes,80,0.9275825492751403
faktorfaktor memengaruhi minat nasabah layanan mobile banking utaut unified theory of acceptance and use of technology studi pengguna mobile banking bri kcp universitas brawijaya,2,0.2917073708318179
implementasi perangkat rumah cerdas pervasif komunikasi websocket struktur data json,-1,0.0
peringkasan teks otomatis ekstraktif artikel berita kesehatan berbahasa indonesia metode latent semantic analysis,43,1.0
optimasi penjadwalan kuliah pengganti algoritme genetika,19,0.565532861204822
evaluasi penerimaan pengguna sistem enterprises resource planning pt perkebunan nusantara xi persero model adapted utaut,-1,0.0
evaluasi tampilan antarmuka qgis arcgis pendekatan usercentered design ucd studi fungsi geoprocessing tools,-1,0.0
implementasi analisa performansi protokol keamanan tinysec wireless sensor network media pengiriman data nrfl frekuensi radio,15,0.7519376500306658
evaluasi website dinas cipta karya tata ruang kabupaten malang pendekatan human centered design hcd,35,0.944527702764921
pengecekan conformance modul proses keuangan process mining rumah sakit medika mulia kabupaten tuban,3,0.476347723986897
analisis pengiriman data daerah terpencil node bergerak berbasis delay tolerant network dtn algoritme flooding,105,0.33960869386577797
optimasi asupan makanan harian hamil penderita hipertensi algoritme genetika,24,0.9544516616805935
implementasi algoritme grain proses enkripsi data algoritme sha hashing data rancang bangun aplikasi pemilu online berbasis android,41,0.47989366615321105
analisis performa load balancing broker mqtt algoritma round robin,13,0.8706974022485207
analisis sentimen review barang berbahasa indonesia metode support vector machine query expansion,-1,0.0
mencari jalur k terpendek yen algoritm multipath routing openflow softwaredefined network,48,0.6910142689850801
prediksi kendaraan bermotor indonesia metode averagebased fuzzy time series models,34,0.5145362527719257
klasifikasi jenis audio berdasarkan kondisi psikologi kombinasi algoritme self organizing maps learning vector quantization,-1,0.0
analisis kualitas layanan website althea indonesia kepuasan loyalitas pelanggan esqual erecsqual,-1,0.0
penentuan durasi nyala lampu lintas berdasarkan antrian kendaraan metode backpropagation,39,0.40152219652442317
segmentasi pelanggan metode kmeans clustering berdasarkan model rfm klinik kecantikan studi belle crown malang,7,0.7589647915537017
implementasi sistem informasi showroom mobil sismob pemrograman berbasis objek studi ud tomaru oto,-1,0.0
analisis sentimen review konsumen metode naive bayes seleksi fitur chi square rekomendasi lokasi makanan tradisional,27,1.0
implementasi pervasive computing smart bag rfid,41,0.3537199832954427
implementasi metode naive bayescertainty factor identifikasi penyakit kanker sistem reproduksi wanita,0,1.0
analisis sentimen kurikulum twitter ensemble feature metode knearest neighbor,6,0.6614878218051478
klasifikasi tingkat risiko penyakit stroke metode gafuzzy tsukamoto,0,1.0
implementasi metode bayesian network diagnosis penyakit kambing studi uptd pembibitan ternak hijauan makanan ternak singosari malang,0,1.0
implementasi algoritme extreme learning machine elm prediksi beban pemanasan pendinginan bangunan,9,0.8006428420940065
analisis perbandingan kinerja algoritme fair share scheduling capacity scheduling pengiriman job hadoop cluster multinode,13,0.5544339438896362
analisis faktorfaktor memengaruhi kepercayaan resiko pengguna bertransaksi ecommerce xyz utaut unified theory of acceptance and use of technology,26,0.5157794079816422
rancang bangun perangkat mobile berbasis delay tolerant network perantara pengiriman data sensor lapangan pusat data,-1,0.0
sistem monitoring rpm roda smart wheelchair halaman web berbasis ajax sensor optocoupler,32,1.0
penerapan algoritme jaringan syaraf tiruan backpropagation pengklasifikasian status gizi balita,23,0.4746375068168153
spk pemilihan resep masakan saw fitur berbasis lokasi android,31,1.0
rekomendasi lokasi pet shop kota malang metode analytical hierarchy process ahp simple additive weighting saw,17,1.0
implementasi pengenalan pergerakan bola mata elektroda exponential filter,-1,0.0
identifikasi gangguan kepribadian dramatis metode learning vector quantization lvq,75,0.4886855409892228
analisis perbandingan akurasi deteksi serangan jaringan komputer metode naive bayes support vector machine svm,55,0.474212284289028
kontrol lampu berbasis voice command raspberry pi,50,0.26957851564633534
implementasi load balancing server algoritme least traffic software defined network,13,1.0
implementasi named entity recognition factoid question answering system cerita rakyat indonesia,-1,0.0
analisis usability website tingkat retensi pelanggan jdid berbasis iso,21,0.2617931586048397
evaluasi usability aplikasi grab metode pengujian usability,14,1.0
analisis sentimen review aplikasi mobile metode modified k nearest neighbour mknn,-1,0.0
penerapan metode support vector machine svm klasifikasi penyimpangan tumbuh kembang anak,55,1.0
rancang bangun aplikasi mobile struktur data graf berbasis google maps,-1,0.0
implementasi metode backpropagation neural network berbasis lexicon based features bag of words identifikasi ujaran kebencian twitter,-1,0.0
analisis desain proses bisnis penanganan perkara hukum konsep vertikal abstraksi lembaga pengkajian konsultan badan hukum lpkbh albaihaqy,12,0.89268627237007
rancang bangun pengenalan modul sensor konfigurasi otomatis berbasis komunikasi ic,-1,0.0
implementasi modul monitoring kapasitas baterai perangkat embedded,-1,0.0
evaluasi biaya pengembangan perangkat lunak metode cocomo ii studi pt dot indonesia,64,0.5866239883873853
pengenalan emosi berdasarkan ekspresi mikro metode local binary pattern,87,0.9065657096743371
analisis perbandingan kinerja tcp vegas tcp new reno antrian random early detection droptail,-1,0.0
pembangunan sistem informasi point of sales terintegrasi lingkup rumah makan beserta cabangnya studi rm pecel pincuk bu tinuk,1,1.0
pembangkitan aturan pengenalan emosi twitter metode fuzzyc means,6,1.0
optimasi metode extreme learning machine penentuan kualitas air sungai algoritme genetika,29,0.3681348954549908
optimasi komposisi pakan kuda dewasa algoritme genetika,-1,0.0
implementasi high availability gateway wireless sensor network protokol komunikasi message queuing telemetry transport,15,0.5509308031259722
analisis penerapan aplikasi berbasis mobile nomnom cafe malang technology acceptance model tam,26,0.49864867936318497
analisis pengaruh kepercayaan risiko pengguna niat pembelian online pt xyz utaut unified theory of acceptance and use of technology,26,0.16559022443552476
implementasi autentikasi mode multiauth jaringan local area network berbasis kabel protokol ieee x radius server,-1,0.0
faktorfaktor memengaruhi minat nasabah layanan internet banking utaut unified theory of acceptance and use of technology studi pengguna internet banking bri,26,0.2667096007612694
pengelompokan dokumen petisi online situs changeorg algoritme hierarchical clustering upgma,7,0.9537335060270442
support vector regression peramalan permintaan darah studi unit transfusi darah cabang pmi kota malang,3,0.13483359230088665
optimasi svr ant colony optimization prediksi tingkat produksi susu segar studi koperasi susu sae pujon malang,-1,0.0
implementasi virtual reality berbasis surround screen projection aplikasi informasi alat pemantau cuaca bmkg,8,0.6660736876730851
implementasi metode jstbackpropagation klasifikasi rumah layak huni studi desa kidal kecamatan tumpang kabupaten malang,113,1.0
implementasi metode support vector machine svm klasifikasi rumah layak huni studi desa kidal kecamatan tumpang kabupaten malang,55,1.0
sistem pendukung keputusan pemilihan varietas unggul jagung hibrida metode ahpsmart,17,1.0
penerapan algoritme basic theta game hexaconquest,82,0.37877215534511666
implementasi metode iterative dichotomizer tree id diagnosis penyakit tanaman bawang merah,0,1.0
klasifikasi penyakit chronic kidney disease ckd metode extreme learning machine elm,9,0.46127170043009486
sistem pakar diagnosis penyakit sapi ternak potong metode naive bayes certainty factor,0,1.0
rancang bangun pengontrolan suhu sleepingbag tindakan pencegahan penderita hipotermia,36,0.2144856932483755
analisis performa jaringan sensor nirkabel berdasarkan penentuan lokasi node diimplementasikan algoritma genetika,15,0.9047250102808277
analisis performansi protokol routing epidemic spray and wait dtn berdasarkan mobilitas node,-1,0.0
rancang bangun filter air berbasis arduino penampungan air metode fuzzy,68,0.9934623176197184
analisis kinerja iot middleware berbasis eventdriven raspberry pi zero raspberry pi,50,1.0
implementasi sistem monitoring kualitas air budidaya tambak udang bandeng,29,0.5262763985848841
analisis perbandingan kinerja protokol aomdv dsdv zrp protokol routing mobile adhoc network manet,44,0.6965764338340795
implementasi struktur data dictionary sistem monitoring perangkat internet of things,-1,0.0
pengembangan aplikasi puskesmas pasien pendekatan web semantik studi upt puskesmas bareng kota malang,3,0.3261374258036585
perbandingan performa progressive web apps mobile web terkait respon penggunaan memori penggunaan media penyimpanan,2,0.29822114421163876
analisis perancangan sistem informasi showroom mobil sismob pendekatan berorientasi objek studi ud tomaru oto,122,1.0
penerapan algoritme fuzzy knearest neighbor fknn pengklasifikasian penyakit kejiwaan skizofrenia,-1,0.0
penerapan algoritme support vector machine klasifikasi tingkat risiko pasien gagal ginjal,0,0.5826966112614579
implementasi metode failover broker protokol mqtt activemq,56,1.0
pengembangan sistem tracking lokasi low power sleep wearable device,112,1.0
analisis sentimen ulasan lazada berbahasa indonesia knearest neighbor knn perbaikan jaro winkler distance,-1,0.0
pengembangan sistem informasi pilar penyelesaian perkara tilang kota kediri restful web service,52,0.49080459543569177
implementasi algoritme average time based fuzzy time series peramalan tingkat inflasi berdasarkan kelompok pengeluaran,34,0.506407500800155
evaluasi tingkat kapabilitas sumber daya teknologi informasi institut teknologi nasional malang kerangka kerja cobit,5,1.0
pembangunan sistem informasi kenaikan jabatan fungsional dosen universitas brawijaya,18,0.7840707059235156
pengembangan sistem informasi penggajian zachman framework perusahaan outsourcing pt bhakti karya cemerlang tangerang,1,1.0
evaluasi kualitas product operation aspek correctness reliability effiency integrity usability website lembaga pendidikan studi website fakultas ilmu komputer universitas brawijaya,14,0.975555211032239
pengembangan sistem telehealth diagnosis penyakit otomatis berbasis web,3,0.4479076822228978
pembangunan sistem pemetaan berbasis webgis analisis potensi usaha kabupaten malang metode analytical hierarchy process ahp studi badan perencanaan pembangunan daerah kabupaten malang,51,1.0
pengembangan sistem dispensasi kendaraan kampus studi universitas brawijaya,18,0.7832823635833372
optimasi multiple travelling salesman problem mtsp penentuan rute optimal penjemputan penumpang travel algoritme genetika,83,1.0
sistem pakar diagnosis penyakit sapi metode dempstershafer berbasis android,0,1.0
analisis kualitas layanan situs kiostixcom kepuasan pengguna metode webqual,98,1.0
pengembangan sistem penentuan prioritas kebutuhan perangkat lunak metode mvgb majority voting goal based,17,1.0
analisis perbandingan performansi file sharing peertopeer framework jxta gnutella,-1,0.0
