Judul,Penulis,Tahun,topics,probabilities
pengalaman pengguna aplikasi online course sharing digital marketing platform belajar digital marketing metode design thinking studi mi studio,"Fadira Bima Syahril, Agi Putra Kharisma, Mahardeka Tri Ananta",29 Sep 2023,3,0.4492453255698394
aplikasi edukasi bahasa inggris berbasis learning path framework flutter,"Seto Yogo Widyo Suhendro, Nurudin Santoso",29 Sep 2023,-1,0.0
lintas jaringan protokol optimized link state routing olsr berdasarkan tingkat energi manet,"Rehan Putra Bangsa, Primantara Hari Trisnawan, Reza Andria Siregar",29 Sep 2023,-1,0.0
sistem informasi usaha gadai berbasis web studi ud ricky gadai medan,"Osvaldo Rios Junior  Surbakti, Adam Hendra Brata, Komang Candra Brata",29 Sep 2023,-1,0.0
perangkat gateway mobile berbasis protokol ble mendukung akuisisi data internet of things portabel,"Arif Abdul Kadir, Adhitya Bhawiyuga, Achmad Basuki",29 Sep 2023,-1,0.0
kelembapan media tanam budidaya microgreen bunga matahari regresi linier berbasis arduino uno,"Putri Khairunnisa, Hurriyatul  Fitriyah, Rakhmadhany Primananda",29 Sep 2023,-1,0.0
fuzzy knearest neighbor sistem klasifikasi kualitas tanah tanaman kedelai berdasarkan kelembapan ph tanah arduino,"Arnold Siahaan, Mochammad Hannats Hanafi Ichsan, Hurriyatul Fitriyah",29 Sep 2023,-1,0.0
aplikasi pendukung smart city pertanian berbasis mobile studi pemerintah kota batu,"Ryan Muhammad  Rafi, Nurudin  Santoso",29 Sep 2023,-1,0.0
user interface sistem monitoring akademik kehadiran siswa terintegrasi auto notification berbasis mobile metode human centered design studi smkn malang,"Saphira Ramadhani, Hanifah Muslimah Az-Zahra",29 Sep 2023,-1,0.0
sistem ujian kompetensi online berbasis web metode waterfall,"Ari Kurniawan, Nurudin Santoso",29 Sep 2023,-1,0.0
teks otomatis metode latent semantic analysis artikel berita ekonomi berbahasa indonesia,"Manat Hendry Fernando  Sianturi, Achmad Ridok, Edy Santoso",29 Sep 2023,54,0.9420462607783231
tata kelola manajemen risiko teknologi informasi pt kreatiful digital indonesia framework cobit,"Sakti Dewangga, Buce Trias Hanggara, Suprapto Suprapto",29 Sep 2023,103,1.0
pengalaman pengguna aplikasi sewa sepeda motor metode humancentered design studi rentamotor malang,"Fahmi Akbar Muzakky, Riswan Septriayadi Sianturi, Mahardeka Tri Ananta",29 Sep 2023,-1,0.0
metode naive bayes sistem pendeteksi kualitas tanah tanaman kedelai,"Johannes Riski  Sitinjak, Mochammad Hannats Hanafi Ichsan, Eko Setiawan",29 Sep 2023,-1,0.0
perbandingan aplikasi point of sale kasir manual mesin kasir rm ikan bagor,"M. Iqbal Ardiansyah, Satrio Hadi Wijoyo, Wibisono Sukmo Wardhono",29 Sep 2023,-1,0.0
penerimaan rekam medis elektronik rme puskesmas technology acceptance model tam,"Rahma Himastuti, Aryo Pinandito, Fajar Pradana",29 Sep 2023,28,0.6567822788087052
sistem klasifikasi air layak minum berdasarkan nilai ph kekeruhan metode knearest neighbors knn berbasis arduino uno,"Tiara Mahardika, Barlian Henryranu Prasetio",29 Sep 2023,34,1.0
tata kelola manajemen risiko teknologi informasi framework cobit proses edm apo studi pt bank bri unit bangorejo,"Kelvin Irawan, Buce Trias Hanggara, Suprapto Suprapto",29 Sep 2023,-1,0.0
aplikasi elearning pendukung konsep flipped classroom studi smp brawijaya smart school,"Septian Pradana, Nurudin Santoso",29 Sep 2023,29,0.40756901485742847
kualitas penerapan software quality assurance aplikasi mobile banking model isoiec studi bsi mobile,"Nagata Andy  Rizqullah, Hanifah Muslimah  Az-Zahra, Almira Syawli",29 Sep 2023,107,1.0
sistem rawat jalan rumah sakit berbasis web,"Hendrawan Anantha  Putra, Nurudin Santoso",29 Sep 2023,2,1.0
aplikasi perangkat bergerak belajar finansial berbasis android,"Cheka Cakrecjwara Al Kindi, Eriq Muhammad Adams Jonemaro, Agi Putra Kharisma",29 Sep 2023,-1,0.0
peminatan peserta didik sma knearest neighbour studi sma negeri tenggarang bondowoso,"Mochammad Fajri Rahmatullah Rendra Priyono, Dian Eka Ratnawati, Buce Trias Hanggara",29 Sep 2023,10,0.8489818022384703
bangun robot beroda kendali pengenalan ucapan smartphone,"Fauzi Syarifulloh Dayat, Barlian Henryranu Prasetio",29 Sep 2023,17,0.9663945512507213
sistem informasi pengelolaan keuangan kegiatan masjid berbasis mobile android studi masjid attaqwa dusun jogoloyo kabupaten jombang,"Muhammad Prio Agustian, Welly Purnomo, Issa Arwani",29 Sep 2023,36,1.0
usability aplikasi discord indonesia metode usability testing,"Jonathan Eratmoko Widito, Satrio Agung Wicaksono, Mochamad Chandra Saputra",29 Sep 2023,0,1.0
antarmuka pengguna sistem informasi keuangan metode human centered design hcd studi masjid ibnu sina jl veteran malang,"Dio Bayu Bagaskara, Ismiarta Aknuranda",29 Sep 2023,69,1.0
tree topology wireless sensor network berbasis protokol espnow algoritma lightweight treebased synchronization lts,"Rambel Bastian Simamora, Agung Setia Budi",29 Sep 2023,-1,0.0
regresi linear pengendalian kelembaban media tanam microgreens cocopeat rockwool soil mix berbasis arduino,"Dheni Firmansyah, Hurriyatul Fitriyah, Eko Setiawan",29 Sep 2023,-1,0.0
autoscaling virtual machine metode thresholdbased,"Muhammad Faisal Pangestu, Dany Primanita Kartikasari, Adhitya Bhawiyuga",29 Sep 2023,-1,0.0
rule execution mechanism drem smart home protokol mqtt,"Rizky Ramadhani, Agung Setia Budi",29 Sep 2023,105,1.0
adopsi pengguna weverse shop integrasi pembayaran aplikasi dana model unified theory of acceptance and use of technology utaut,"Ghina Zahirah, Buce Trias Hanggara, Widhy Hayuhardhika Nugraha Putra",29 Sep 2023,28,1.0
penggunaan tag image nextjs sistem manajemen pembelajaran instansi belajar,"Muhammad Syahrul Setiawan, Hariz Farisi, Muhammad Aminul Akbar",29 Sep 2023,-1,0.0
sistem informasi musyawarah berbasis android studi masjid ibnu sina jl veteran malang,"Fariz Milzam Hermawan, Ismiarta Aknuranda",29 Sep 2023,36,1.0
pengaruh kualitas layanan mobile banking livin by mandiri kepuasan loyalitas nasabah esqual erecsqual,"Muhammad Luthfi Ariyandi, Aryo Pinandito, Aditya Rachmadi",29 Sep 2023,-1,0.0
kinerja protokol routing aodv dsr dsdv fsr vanet,"Dwi Priyanto, Sabriansyah Rizqika Akbar",29 Sep 2023,41,0.7404184763772826
pengaruh penggunaan aplikasi pemesanan makanan restoran berbasis mobile proses pemesanan makanan restoran konvensional,"Ariq Ashakil Adil, Aryo Pinandito, Djoko Pramono",29 Sep 2023,35,0.5951648576929305
aplikasi reservasi perawatan salon studi challista beauty salon malang,"Jasmine Pratiwi Putri Paraswati, Issa Arwani, Hariz Farisi",29 Sep 2023,-1,0.0
peringatan meminimalisasi kecelakaan kendaraan roda protokol can bus berbasis arduino,"Adytia Candra Wibawa, Rakhmadhany  Primananda, Agung Setia Budi",29 Sep 2023,67,1.0
desain antarmuka pengalaman pengguna aplikasi sistem informasi database koperasi umkm sidaku kota batu,"Chofifa Hidayati, Bayu Rahayudi, Buce Trias Hanggara",29 Sep 2023,-1,0.0
sistem informasi manajemen bengkel studi bengkel pahala motor,"Rian Suryatama, Tri Astoto Kurniawan",29 Sep 2023,-1,0.0
tingkat kematangan keamanan informasi indeks keamanan informasi studi dinas komunikasi informatika kota pasuruan,"Royke Renaldi Firdausy, Ismiarta  Aknuranda",29 Sep 2023,82,0.9629020989122792
sistem peningkatan performa panel surya pengendalian suhu permukaan meningkatkan output daya,"Rahagi Abdu Baariu, Barlian Henryranu Prasetio",29 Sep 2023,60,0.3182928740260615
metode promethee klasifikasi penyakit paruparu,"Andy Hanafi, Nurul Hidayat, Arief Andy Soebroto",29 Sep 2023,-1,0.0
sistem learning management system berbasis kolaborasi,"Nisrina Rahmania, Nurudin Santoso",29 Sep 2023,-1,0.0
sentimen data logbook kkn mahasiswa fakultas ilmu komputer universitas brawijaya polyglot nlp,"Valentinus Ramawijaya, Widhy Hayuhardika Nugraha Putra, Issa Arwani",29 Sep 2023,-1,0.0
google ml kit metode knearest neighbors klasifikasi bentuk wajah wanita platform android,"Kevin Meidito Nurcahyo, Eriq Muhammad Adams Jonemaro, Tri Afirianto",29 Sep 2023,18,0.5531902474336009
jaringan nirkabel gedung kreativitas mahasiswa universitas brawijaya,"Ahmad Prasetya Nurrahman, Kasyful Amron, Nur Hazbiy Shaffan",29 Sep 2023,-1,0.0
pengalaman pengguna game king of crabs game experience questionnaire,"Mohamad Galvin Ivandi, Eriq Muhammad Adams Jonemaro, Mahardeka Tri Ananta",29 Sep 2023,100,1.0
penyakit diabetes mellitus tipe i tipe ii metode random forest,"Muhammad Aulia Fachruz Dzikrullah, Arief Andy Soebroto, Agus Wahyu Widodo",29 Sep 2023,98,1.0
user interface website oneno metode human centered design,"M. Abhiseka Ariibahadi, Retno Indah Rokhmawati, Intan Sartika Eris Maghfiroh",29 Sep 2023,-1,0.0
aplikasi pengadaan monitoring stok barang berbasis website studi universitas asaindo,"Hesi Taka Maulana, Issa Arwani, Dwija Wisnu Brata",29 Sep 2023,-1,0.0
usability aplikasi epartisipasi pemerintahan kota malang metode heuristic think aloud,"Yossy Risco Andisela, Bondan Sapta Prakoso, Yusi Tyroni Mursityo",29 Sep 2023,0,1.0
user experience aplikasi pengaduan kehilangan temuan barang hilang metode humancentered design,"Hafez Alvanro, Riswan Septriayadi Sianturi, Agi Putra Kharisma",29 Sep 2023,55,1.0
load balancing web server algoritma dynamic load balancing berbasis server software defined network,"Za’da Abyantara, Primantara Hari Trisnawan, Reza Andria Siregar",29 Sep 2023,11,0.24473391329858124
sistem penjualan penjadwalan berbasis web google calendar api studi umkm wasik,"Renanta Putra Oktoviar, Buce Trias Hanggara, Hariz Farisi",29 Sep 2023,77,0.8139477648215195
pembuatan backend sistem informasi database koperasi umkm sidaku kota batu berbasis geospasial,"Dhea Rani Salsabila, Bayu Rahayudi, Riswan Septriayadi Sianturi",29 Sep 2023,125,1.0
sistem informasi manajemen materi bank studi smk negeri malang,"Iwang Laga Sukma, Satrio Agung Wicaksono, Admaja Dwi Herlambang",29 Sep 2023,-1,0.0
kepuasan pengguna lms online bootcamp metode end user computing satisfaction eucs importance performance analysis ipa studi online bootcamp xyz,"Sarah Uli Octavia, Satrio Hadi Wijoyo, Almira Syawli",29 Sep 2023,96,1.0
pembandingan kinerja metode least connection ip hash hash load balancer nginx,"Alvin Pradano Dzaki, Rakhmadhany Primananda, Reza Andria Siregar",29 Sep 2023,11,0.8711601045839062
platformer game digital tema sejarah kedatangan belanda indonesia mechanics dynamics aesthetics framework,"Vindu Cahya Nugraha, Eriq Muhammad Adams Jonemaro, Tri Afirianto",29 Sep 2023,78,0.9192274436718222
pengalaman pengguna aplikasi perangkat bergerak peminjaman peralatan penunjang pariwisata metode design thinking studi rentripsid,"Muhammad Bintang Prabowo, Komang Candra Brata, Mahardeka Tri  Ananta",29 Sep 2023,-1,0.0
bangun sistem pencarian penawaran jasa mentoring berbasis progressive web application studi mahasiswa filkom universitas brawijaya malang,"Munirotul Millah, Agi Putra Kharisma, Fais Al Huda",29 Sep 2023,-1,0.0
user experience aplikasi monitoring tunggakan tagihan listrik pascabayar pt pln persero berbasis android,"Musantya Pracandha Perwaji, Lutfi Fanani, Adam Hendra Brata",29 Sep 2023,88,1.0
pengalaman pengguna aplikasi mobile penyaluran sampah masker medis metode design thinking studi dumask indonesia,"Aulia Megha Ramadhani, Lufti Fanani, Hanifah Muslimah Az-Zahra",29 Sep 2023,-1,0.0
bangun sistem informasi akademik perguruan advent vii rawamangun,"Jovan Ricktyan Simanjuntak, Djoko Pramono, Satrio Agung Wicaksono",29 Sep 2023,13,0.7107854896833394
cashless payment teknologi qr code kantin sma cakra buana depok,"Adhimas Suryo Raharjo, Widhy Hayuhardika Nugraha Putra, Issa Arwani",29 Sep 2023,63,0.3303928218993149
singlehop deteksi antisipasi kebakaran rumah tangga berbasis lora sx,"Mohammad Rizki Wahyudi, Rakhmadhany Primananda, Agung Setia Budi",29 Sep 2023,-1,0.0
perbaikan desain tata layout navigasi website kejaksaan jawa timur metode humancentered design,"Robbi Meidyansyah Pratama, Hanifah Muslimah Az-Zahra, Almira Syawli",29 Sep 2023,20,0.4730521187486187
kepuasan pengguna aplikasi pedulilindungi user satisfaction model mgov,"Mohammad Aditya Putra, Fajar Pradana, Mochamad Chandra Saputra",29 Sep 2023,96,1.0
user experience aplikasi ecommerce bibit tanaman berbasis mobile design thinking studi desa sananrejo kecamatan turen kabupaten malang,"Ibnu Najah Barlian Hadi Utomo, Komang Candra Brata, Muhammad Aminul Akbar",29 Sep 2023,3,0.7206354604354895
mfcc bidirectional rnn sistem kendali navigasi kursi roda pintar berbasis jetson tx,"Achmad Rizqi Ilham Shaleh, Fitri Utaminingrum",29 Sep 2023,37,0.6790854192767166
perbandingan user experience aplikasi pencari partner lomba mahasiswa filkom ub android prototype figma,"Dwi Satria Patra, Agi Putra Kharisma, Aryo Pinandito",29 Sep 2023,-1,0.0
manajemen sistem informasi penempatan pemetaan prakerin siswa smkn pacitan berbasis web metode waterfall,"Yoga Pratama, Satrio Agung Wicaksono, Admaja Dwi Herlambang",29 Sep 2023,-1,0.0
perbaikan pengalaman pengguna aplikasi octo mobile user experience questionnaire ueq pendekatan user centered design ucd,"William Christian Fabrianto, Aryo Pinandito",29 Sep 2023,-1,0.0
sistem informasi akademik hasil pembelajaran siswa berbasis website studi sman tumpang,"Nuur Abduh ‘Aliimul Khakiim, Denny Sagita Rusdianto, Edy Santoso",29 Sep 2023,-1,0.0
protokol lora monitoring tanda vital pasien bergerak,"Dani Aprino, Heru Nurwarsito",29 Sep 2023,-1,0.0
extreme learning machine particle swarm optimization memprediksi curah hujan studi stasiun meteorologi ahmad yani semarang,"Salsa Nabila Iftinan, Candra Dewi, Lailil Muflikhah",29 Sep 2023,50,1.0
spasial persebaran stasiun pengisian bahan bakar spbu malang raya sistem informasi geografi berbasis web,"Ibnu Luhur Purnomo, Riswan Septriayadi Sianturi, Alfi Nur Rusydi",29 Sep 2023,125,1.0
pengalaman pengguna aplikasi pesan makanan meja metode design thinking studi mie gacoan kota madiun,"Anargya Hassya Budidarwanto, Agi Putra Kharisma, Fais Al Huda",29 Sep 2023,-1,0.0
model pembelajaran snowball throwing prestasi belajar aspek kognitif afektif materi mikrotik kelas xi jurusan teknik komputer jaringan smk negeri malang,"Pratama Maulidi Ega Salim, Satrio Hadi Wijoyo, Aditya Rachmadi",29 Sep 2023,-1,0.0
aplikasi layanan bengkel sepeda motor mern stack studi new raya motor,"Rahma Lailiya, Nurudin Santoso",29 Sep 2023,-1,0.0
user experience layanan pesan metode user experience questionnaire ueq studi gofood grabfood shopeefood,"Debora Malau, Hanifah Muslimah Az-Zahra, Ismiarta  Aknuranda",29 Sep 2023,19,0.93148594192836
ethernet over ip eoip tunnel protokol open shortest path first ospf jaringan man,"Mahdiaffan Dwi Putra, Heru Nurwarsito",29 Sep 2023,59,0.5199328783588546
emosi komentar youtube algoritme support vector machine,"Nashrullah Nashrullah, Budi Darma Setiawan",29 Sep 2023,9,0.7185302309713826
blockchain berbasis hyperledger fabric program loyalitas pelanggan,"Krestiana Yuli Astutik, Dany Primanita Kartikasari, Adhitya Bhawiyuga",29 Sep 2023,71,1.0
user experience aplikasi keanggotaan indonesian heritage society ihs berbasis aplikasi mobile pendekatan humancentered design,"Kevin Judhistira Girsang, Herman Tolle, Retno Indah Rokhmawati",29 Sep 2023,43,1.0
sistem aplikasi pengelolaan pergudangan berbasis web metode human centered design studi cv lantikya,"Mohammad Alif Alfattah, Hanifah Muslimah Az-Zahra , Almira  Syawli",29 Sep 2023,-1,0.0
user experience aplikasi penunjang peternak ayam telur metode human centered design studi peternak desa kedawung,"Muhammad Aziz Kusworo, Hanifah Muslimah Az-Zahra, Komang Candra Brata",29 Sep 2023,-1,0.0
user interface portal lowongan internship pendekatan human centered design hcd user experience questionare ueq studi pt talenta tumbuh nusantara,"Hidananta Rifqi Anugrah, Hanifah Muslimah Az-Zahra, Almira Syawli",29 Sep 2023,-1,0.0
part of speech tagging library polyglot logbook kkn mahasiswa filkom universitas brawijaya,"Rizaldy Wahyu Firmansyah, Widhy Hayuhardika Nugraha Putra, Issa Arwani",29 Sep 2023,56,0.2615457123239041
pembuatan prototipe sistem pemantauan ketersediaan parkir protokol can bus microcontroller arduino uno,"Sutomo Sutomo, Rakhmadhany Primananda",29 Sep 2023,-1,0.0
algoritma load balancing weighted least connection software defined network ryu controller,"Rendy Putra Jaliasmar, Rakhmadhany Primananda, Reza Andria Siregar",29 Sep 2023,11,0.49609508486263054
sentimen ulasan aplikasi mamikos google play algoritme support vector machine svm,"Afridha Berliani, Nanang Yudi Setiawan, Mochamad Chandra Saputra",29 Sep 2023,9,0.8777567106130378
user experience sistem informasi penjualan mengggunakan metode design thinking studi balcony store,"Dicky Wahyudi, Komang Candra Brata, Mahardeka Tri Ananta",29 Sep 2023,3,0.5729708048422725
aplikasi perangkat bergerak ikatan pelajar nahdlatul ulama ikatan pelajar putri nahdlatul ulama berbasis android metode waterfall,"Ahmad Arif Insani, Herman Tolle",29 Sep 2023,22,0.9812661080142798
perbaikan antarmuka aplikasi pasar online lamongan metode human centered design,"Annisa Shofhah Naurasvary, Hanifah Muslimah Az-Zahra, Welly Purnomo",29 Sep 2023,-1,0.0
pemantauan lahan perkebunan berbasis jaringan sensor nirkabel zigbee,"Adrian Achmadi, Kasyful Amron, Reza Andria Siregar",29 Sep 2023,7,0.5595179202920337
aplikasi permohonan layanan kantor unit pengelola penyelidikan pengujian pengukuran up bina marga dki jakarta,"Hamidah Az Zahra, Issa Arwani, Hariz  Farisi",29 Sep 2023,22,0.6964314717123514
perbaikan desain antarmuka pengguna aplikasi elibrary kota blitar metode humancentered design,"Aditya Wahyu Ramadhani, Satrio Hadi Wijoyo, Bondan Sapta Prakoso",29 Sep 2023,-1,0.0
user interface aplikasi abus aplikasi bimbingan belajar smp berbasis web metode human centered design studi smpn malang,"Galang Alfrian Bayu Additama, Lutfi Fanani, Hanifah Muslimah Az-Zahra",29 Sep 2023,-1,0.0
tingkat emosi data berbasis teks multiclass support vector machine,"Ni Luh Made Beathris Anjasari, Fitra Abdurrachman Bachtiar, Budi Darma Setiawan",29 Sep 2023,-1,0.0
user experience aplikasi pencatatan persediaan barang berbasis mobile metode human centered design studi pt zenji elevator nusantara,"Muhammad Zainul Arifin, Riswan Septriayadi  Sianturi, Agi Putra Kharisma",29 Sep 2023,43,1.0
